İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
110339-475,Bugün,Satılık,Daire,3 + 1,130 m2,1. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 TL,Hayır,Mamak,Şahintepe,232.000 TL
46640-4821,Dün,Satılık,Daire,3 + 1,94 m2,1. Kat,24 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Şeyh Şamil,325.000 TL
26004-15633,Bugün,Satılık,Daire,4 + 1,170 m2,6. Kat,6 Yaşında,Merkezi (Pay Ölçer),17 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,150 TL,Hayır,Yenimahalle,Pamuklar,640.000 TL
61156-5335,Bugün,Satılık,Daire,6 + 1,320 m2,3. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,120 TL,,Çankaya,Kırkkonaklar,745.000 TL
110303-326,Bugün,Satılık,Daire,3 + 1,180 m2,Çatı Katı,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,,Çankaya,Öveçler,850.000 TL
4583-14513,Bugün,Satılık,Daire,3 + 1,130 m2,7. Kat,25 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,175 TL,Hayır,Çankaya,Akpınar,645.000 TL
118304-302,Dün,Satılık,Daire,4 + 1,175 m2,3. Kat,Sıfır Bina,Kombi,7 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,,Evet,Keçiören,Etlik,415.000 TL
66647-638,Bugün,Satılık,Daire,3 + 1,140 m2,5. Kat,10 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Yunus Emre,419.000 TL
16761-27723,Bugün,Satılık,Daire,3 + 1,125 m2,3. Kat,23 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,300 TL,Hayır,Çankaya,Sokullu Mehmet Paşa,425.000 TL
26004-15490,Bugün,Satılık,Daire,4 + 1,195 m2,13. Kat,Sıfır Bina,Merkezi (Pay Ölçer),21 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Hayır,Keçiören,Etlik,675.000 TL
9417-2088,Bugün,Satılık,Daire,2 + 1,98 m2,11. Kat,18 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,400 TL,Hayır,Çankaya,İlkadım,544.000 TL
2603-4129,Bugün,Satılık,Daire,3 + 1,130 m2,3. Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,450 TL,Hayır,Çankaya,Aziziye,470.000 TL
14976-3190,Dün,Satılık,Daire,4 + 1,240 m2,Teras Katı,5 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,80 TL,Hayır,Çankaya,Birlik,720.000 TL
109745-131,Bugün,Satılık,Daire,3 + 1,165 m2,3. Kat,10 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Mamak,Durali Alıç,425.000 TL
101486-1100,Bugün,Satılık,Daire,3 + 1,140 m2,1. Kat,14 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Kuşcağız,339.000 TL
33002-6655,Bugün,Satılık,Daire,3 + 1,140 m2,Yüksek Giriş,20 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,100 TL,Hayır,Yenimahalle,Yeni Batı,460.000 TL
119586-606,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,Sincan,Fevzi Çakmak,188.000 TL
117517-59,Bugün,Satılık,Daire,4 + 1,170 m2,7. Kat,8 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Ev Sahibi Oturuyor,Kat Mülkiyeti,423 TL,Hayır,Etimesgut,Bağlıca,920.000 TL
91324-3668,Bugün,Satılık,Daire,4 + 1,200 m2,1. Kat,11 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Çankaya,Çukurambar,1.150.000 TL
104775-3909,Bugün,Satılık,Daire,2 + 1,105 m2,Zemin,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,20 TL,Evet,Mamak,General Zeki Doğan,110.000 TL
16354-20943,Bugün,Satılık,Daire,3 + 1,135 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Atapark,360.000 TL
117162-288,Dün,Satılık,Daire,5 + 2,240 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,,Etimesgut,Topçu,370.000 TL
119882-1090,Bugün,Satılık,Daire,2 + 1,110 m2,Yüksek Giriş,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Etimesgut,Süvari,250.000 TL
692609-3878,Bugün,Satılık,Daire,4 + 1,180 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Evet,Etimesgut,Göksu,850.000 TL
104817-267,Bugün,Satılık,Daire,3 + 1,140 m2,5. Kat,10 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Ayyıldız,419.000 TL
118304-402,Bugün,Satılık,Daire,4 + 1,200 m2,11. Kat,6 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Yenimahalle,Pamuklar,780.000 TL
2545-5541,Dün,Satılık,Villa,6 + 1,350 m2,,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Merkez,1.950.000 TL
91270-1366,Bugün,Satılık,Daire,5 + 1,270 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,35 TL,,Mamak,Tuzluçayır,418.000 TL
19037-5840,Bugün,Satılık,Daire,3 + 1,150 m2,Kot 2,12 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,250 TL,Hayır,Çankaya,Aydınlar,349.000 TL
14431-8858,Bugün,Satılık,Daire,4 + 1,140 m2,3. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Keçiören,İncirli,355.000 TL
47345-1074,Bugün,Satılık,Daire,4 + 1,160 m2,4. Kat,40 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,100 TL,,Çankaya,Çankaya,915.000 TL
6890-6473,Bugün,Satılık,Daire,1 + 1,65 m2,9. Kat,Sıfır Bina,Merkezi (Pay Ölçer),14 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Hayır,Çankaya,Alacaatlı,325.000 TL
28851-14467,Dün,Satılık,Daire,4 + 1,180 m2,3. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Etimesgut,İstasyon,315.000 TL
2120-446,Dün,Satılık,Daire,3 + 1,120 m2,2. Kat,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,Hayır,Altındağ,Aydınlıkevler,498.000 TL
91527-8804,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,15 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Mürsel Uluç,355.000 TL
118808-195,Bugün,Satılık,Daire,3 + 1,160 m2,9. Kat,Sıfır Bina,Kombi,20 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Yenimahalle,Pamuklar,435.000 TL
3493-25133,Bugün,Satılık,Daire,3 + 1,130 m2,Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Öveçler,365.000 TL
104775-3824,Bugün,Satılık,Daire,2 + 1,110 m2,Kot 2,16 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,30 TL,Evet,Mamak,Şahintepe,110.000 TL
25069-1717,Bugün,Satılık,Residence,4 + 1,242 m2,17. Kat,2 Yaşında,Merkezi,30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,"1,050 TL",Hayır,Çankaya,Oran,3.090.000 TL
16407-8778,Bugün,Satılık,Daire,3 + 1,110 m2,3. Kat,20 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,Hayır,Etimesgut,Ayyıldız,285.000 TL
2744-12804,Bugün,Satılık,Daire,3 + 1,135 m2,Yüksek Giriş,22 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,30 TL,Evet,Çankaya,Şehit Cengiz Karaca,435.000 TL
26004-15636,Bugün,Satılık,Daire,4 + 1,220 m2,14. Kat,Sıfır Bina,Merkezi (Pay Ölçer),18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,250 TL,Hayır,Keçiören,Ovacık,899.000 TL
91527-8917,Bugün,Satılık,Daire,3 + 1,120 m2,3. Kat,25 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Ata,385.000 TL
88386-2399,Bugün,Satılık,Residence,1 + 1,60 m2,5. Kat,1 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,,215 TL,,Yenimahalle,Ergazi,335.000 TL
73018-1262,Dün,Satılık,Daire,3 + 1,120 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Merkez,239.000 TL
8053-2423,Bugün,Satılık,Daire,4 + 1,180 m2,1. Kat,11 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,70 TL,Hayır,Çankaya,Karapınar,650.000 TL
10557-2760,Bugün,Satılık,Daire,3 + 1,150 m2,2. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Karapınar,459.000 TL
121653-67,Bugün,Satılık,Daire,2 + 1,115 m2,Zemin,4 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Sincan,Fevzi Çakmak,143.000 TL
2626-9143,Bugün,Satılık,Daire,4 + 1,170 m2,Yüksek Giriş,5 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,,150 TL,,Etimesgut,Bağlıca,589.000 TL
16761-28129,Bugün,Satılık,Daire,2 + 1,95 m2,Kot 1,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,Hayır,Çankaya,Naci Çakır,185.000 TL
3286-7229,Bugün,Satılık,Daire,3 + 1,135 m2,4. Kat,14 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,65 TL,Hayır,Çankaya,Ata,650.000 TL
121699-113,Bugün,Satılık,Daire,4 + 1,225 m2,15. Kat,2 Yaşında,Merkezi (Pay Ölçer),16 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,220 TL,Evet,Yenimahalle,Kayalar,869.000 TL
73018-1150,Dün,Satılık,Daire,3 + 1,130 m2,2. Kat,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Pursaklar,Merkez,315.000 TL
104775-3796,Bugün,Satılık,Daire,3 + 1,130 m2,2. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Belirtilmemiş,,50 TL,Evet,Mamak,Şahintepe,229.000 TL
28888-646,Dün,Satılık,Daire,3 + 1,165 m2,Yüksek Giriş,4 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Etimesgut,Bağlıca,785.000 TL
99900-763,Bugün,Satılık,Daire,3 + 1,130 m2,1. Kat,3 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,50 TL,Hayır,Çankaya,Malazgirt,447.000 TL
114214-131,Bugün,Satılık,Daire,3 + 1,150 m2,7. Kat,8 Yaşında,Kombi,10 Katlı,Uygun değil,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat İrtifakı,50 TL,Hayır,Keçiören,Bağlum Güzelyurt,140.000 TL
1181-11740,Dün,Satılık,Daire,2 + 1,120 m2,Kot 1,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Çankaya,İlker,268.000 TL
116051-44,Dün,Satılık,Daire,3 + 1,155 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,40 TL,Hayır,Etimesgut,Yeşilova,485.000 TL
118808-409,Bugün,Satılık,Daire,4 + 1,235 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Keçiören,Ovacık,995.000 TL
119586-515,Bugün,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Boş,,,Hayır,Sincan,Mustafa Kemal,250.000 TL
93675-811,Bugün,Satılık,Daire,2 + 1,90 m2,Kot 1,13 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Mamak,Gülveren,107.000 TL
2644-3234,Dün,Satılık,Daire,4 + 1,150 m2,2. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat İrtifakı,,,Çankaya,Emek,1.500.000 TL
87775-382,Dün,Satılık,Daire,1 + 1,85 m2,9. Kat,1 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Kiracı Oturuyor,Kat Mülkiyeti,,Evet,Yenimahalle,Yuvaköy,250.000 TL
15878-12503,Bugün,Satılık,Daire,3 + 1,125 m2,1. Kat,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Yükseltepe,375.000 TL
4757-1974,Bugün,Satılık,Daire,3 + 1,140 m2,3. Kat,1 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,Hayır,Çankaya,Yukarı Bahçelievler,1.000.000 TL
3240-12751,Bugün,Satılık,Daire,4 + 1,165 m2,2. Kat,17 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,Boş,Kat Mülkiyeti,120 TL,,Çankaya,Öveçler,760.000 TL
114804-2001,Dün,Satılık,Daire,3 + 1,130 m2,2. Kat,15 Yaşında,Kat Kaloriferi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,30 TL,Evet,Mamak,Mutlu,244.000 TL
76287-1725,Bugün,Satılık,Daire,2 + 1,95 m2,Bahçe Katı,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Emek,435.000 TL
25069-1710,Bugün,Satılık,Daire,4 + 1,230 m2,10. Kat,15 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,Boş,Kat İrtifakı,635 TL,Hayır,Çankaya,Yıldızevler,1.585.000 TL
66647-580,Bugün,Satılık,Daire,3 + 1,160 m2,7. Kat,3 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Pursaklar,Merkez,580.000 TL
16761-28137,Bugün,Satılık,Daire,3 + 1,175 m2,3. Kat,24 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,450 TL,Hayır,Çankaya,Harbiye,750.000 TL
89899-860,Dün,Satılık,Daire,3 + 1,150 m2,6. Kat,1 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,,Mamak,Türközü,680.000 TL
104775-3881,Bugün,Satılık,Daire,3 + 1,160 m2,8. Kat,4 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Evet,Mamak,Şirintepe,405.000 TL
3493-25547,Bugün,Satılık,Daire,3 + 1,135 m2,2. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,İlkadım,568.000 TL
28888-644,Dün,Satılık,Daire,4 + 1,180 m2,5. Kat,4 Yaşında,Merkezi (Pay Ölçer),11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,,Etimesgut,Bağlıca,949.000 TL
113784-280,Bugün,Satılık,Daire,4 + 1,175 m2,3. Kat,2 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Keçiören,Etlik,489.000 TL
36088-872,Bugün,Satılık,Daire,3 + 1,130 m2,4. Kat,35 Yaşında,Merkezi,14 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,400 TL,Hayır,Çankaya,Nasuh Akar,690.000 TL
22633-2969,Bugün,Satılık,Daire,3 + 1,105 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Altındağ,Aydınlıkevler,265.000 TL
2120-448,Dün,Satılık,Daire,1 + 1,80 m2,Yüksek Giriş,31 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,,,,Evet,Altındağ,Aydınlıkevler,205.000 TL
2545-5625,Bugün,Satılık,Daire,4 + 1,175 m2,1. Kat,6 Yaşında,Kombi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,550.000 TL
77383-427,Bugün,Satılık,Daire,3 + 1,120 m2,4. Kat,39 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı Değil,1,,,,Kat Mülkiyeti,,,Yenimahalle,Demetevler,230.000 TL
111476-616,Dün,Satılık,Daire,3 + 1,100 m2,Giriş Katı,19 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,İncirli,197.000 TL
104775-3815,Bugün,Satılık,Daire,3 + 1,95 m2,2. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,20 TL,Evet,Mamak,Demirlibahçe,272.000 TL
26004-15494,Bugün,Satılık,Daire,3 + 1,165 m2,3. Kat,5 Yaşında,Merkezi (Pay Ölçer),18 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Keçiören,Etlik,630.000 TL
117517-42,Bugün,Satılık,Daire,4 + 1,200 m2,Giriş Katı,7 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Ev Sahibi Oturuyor,Kat Mülkiyeti,400 TL,Hayır,Etimesgut,Bağlıca,740.000 TL
2120-450,Dün,Satılık,Daire,3 + 1,130 m2,1. Kat,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,Hayır,Altındağ,Aydınlıkevler,675.000 TL
95879-482,Bugün,Satılık,Residence,1 + 1,72 m2,13. Kat,2 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,178 TL,,Etimesgut,Şehit Osman Avcı,325.000 TL
2545-5629,Bugün,Satılık,Daire,3 + 1,120 m2,1. Kat,9 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,330.000 TL
2888-13134,Bugün,Satılık,Villa,5 + 2,470 m2,,6 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,880 TL,Hayır,Çankaya,Beytepe,3.450.000 TL
67191-2557,Bugün,Satılık,Daire,3 + 1,120 m2,2. Kat,24 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Evet,Sincan,Yunus Emre,278.000 TL
39672-9141,Bugün,Satılık,Daire,2 + 1,100 m2,1. Kat,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Yenimahalle,Ergenekon,180.000 TL
6171-5953,Bugün,Satılık,Daire,5 + 1,300 m2,4. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,,100 TL,Evet,Çankaya,Cevizlidere,1.150.000 TL
120171-219,Bugün,Satılık,Daire,3 + 1,120 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,25 TL,Evet,Sincan,Akşemsettin,229.000 TL
16354-20881,Bugün,Satılık,Daire,2 + 1,120 m2,Kot 1,Sıfır Bina,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Evet,Keçiören,Ayvalı,299.000 TL
14431-9226,Dün,Satılık,Daire,3 + 1,140 m2,Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,10 TL,Evet,Keçiören,İncirli,309.000 TL
103175-671,Bugün,Satılık,Daire,3 + 1,200 m2,6. Kat,3 Yaşında,Kombi,9 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,200 TL,Evet,Etimesgut,Ayyıldız,780.000 TL
2545-5617,Dün,Satılık,Daire,3 + 1,125 m2,1. Kat,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Pursaklar,Merkez,265.000 TL
2703-17575,Dün,Satılık,Daire,3 + 1,120 m2,Kot 1,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Pursaklar,Yunus Emre,269.000 TL
2640-2487,Bugün,Satılık,Daire,1 + 1,75 m2,3. Kat,Sıfır Bina,Merkezi,26 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Hayır,Çankaya,Kızılırmak,780.000 TL
4480-20991,Dün,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Pursaklar,Fatih,217.000 TL
57660-747,Bugün,Satılık,Daire,6 + 1,217 m2,5. Kat,9 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Sincan,Mustafa Kemal,370.000 TL
121128-297,Bugün,Satılık,Daire,3 + 1,115 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,40 TL,Hayır,Mamak,Hürel,177.000 TL
