İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Krediye Uygunluk,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Tapu Durumu,Aidat,Takas,Semt,Mahalle,Fiyat
0-36975085,9 Gün Önce,Satılık,Daire,2 + 1,90 m2,Yüksek Giriş,20 Yaşında,Kombi,5 Katlı,Bilinmiyor,Eşyalı Değil,1,,,,,,Evet,Keçiören,Şenlik,254.000 TL
20665-795,255 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,28 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Altındağ,Aydınlıkevler,310.000 TL
20665-1011,246 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,35 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,,,Altındağ,Aydınlıkevler,295.000 TL
111334-1290,17 Gün Önce,Satılık,Daire,1 + 1,65 m2,8. Kat,7 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,200 TL,Hayır,Etimesgut,Altay,315.000 TL
119286-308,29 Gün Önce,Satılık,Bina,3 + 1,135 m2,,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,1 TL,Evet,Polatlı,Esentepe,1.100.000 TL
22679-1425,180 Gün Önce,Satılık,Daire,3 + 1,130 m2,4. Kat,31 Yaşında,Kombi,6 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,,Yenimahalle,Demetevler,285.000 TL
33155-996,237 Gün Önce,Satılık,Daire,2 + 1,100 m2,4. Kat,30 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Çankaya,Fidanlık,250.000 TL
3191-9182,5 Gün Önce,Satılık,Triplex,5 + 2,500 m2,3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,4,Betonarme,Sıfır,,Kat Mülkiyeti,250 TL,Hayır,Gölbaşı,İncek,850.000 TL
3653-3571,450 Gün Önce,Satılık,Daire,4 + 1,220 m2,2. Kat,17 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,750 TL,Hayır,Çankaya,Yıldızevler,1.550.000 TL
0-34993466,285 Gün Önce,Satılık,Daire,3 + 1,125 m2,Kot 2,Sıfır Bina,Kombi,,Uygun,Eşyalı Değil,1,Hayır,,,,,,Mamak,Aşık Veysel,200.000 TL
42882-652,168 Gün Önce,Satılık,Daire,3 + 1,145 m2,2. Kat,8 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,15 TL,Hayır,Polatlı,Şehitlik,316.000 TL
0-36253553,171 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,5 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Evet,Keçiören,Ayvalı,378.000 TL
119286-195,109 Gün Önce,Satılık,Daire,2 + 1,90 m2,5. Kat,25 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Polatlı,Şentepe,75.000 TL
69377-1220,106 Gün Önce,Satılık,Daire,3 + 1,110 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,,Yenimahalle,Yunus Emre,310.000 TL
27203-3346,75 Gün Önce,Satılık,Müstakil Ev,8 + 2,500 m2,,38 Yaşında,Merkezi,2 Katlı,Bilinmiyor,Eşyalı Değil,2,,,,,,,Çankaya,Kazım Özalp,12.500.000 TL
119286-248,57 Gün Önce,Satılık,Daire,3 + 1,130 m2,3. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,,Hayır,Polatlı,Yeni,139.000 TL
95525-309,15 Gün Önce,Satılık,Daire,3 + 1,140 m2,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),8 Katlı,Uygun değil,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,,Evet,Sincan,Alcı,122.000 TL
8168-1998,189 Gün Önce,Satılık,Daire,3 + 1,115 m2,3. Kat,30 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,30 TL,Hayır,Çankaya,Çamlıtepe,285.000 TL
0-36845083,35 Gün Önce,Satılık,Daire,3 + 1,115 m2,2. Kat,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,Ev Sahibi Oturuyor,,,,Sincan,Andiçen,220.000 TL
118174-199,106 Gün Önce,Satılık,Daire,2 + 1,95 m2,Bahçe Katı,11 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,25 TL,,Akyurt,Atatürk,110.000 TL
7433-4011,245 Gün Önce,Satılık,Daire,3 + 1,120 m2,1. Kat,40 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,350 TL,Hayır,Çankaya,Ayrancı,480.000 TL
25120-3516,Bugün,Satılık,Villa,5 + 1,220 m2,,4 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,100 TL,Hayır,Sincan,Malıköy,620.000 TL
0-36990464,6 Gün Önce,Satılık,Daire,3 + 1,135 m2,4. Kat,7 Yaşında,Kombi,4 Katlı,Bilinmiyor,Eşyalı,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Kahramankazan,Atatürk,269.000 TL
121228-74,30 Gün Önce,Satılık,Daire,2 + 1,85 m2,Kot 1,10 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,30 TL,Hayır,Mamak,Çağlayan,99.000 TL
42882-672,158 Gün Önce,Satılık,Daire,3 + 1,110 m2,4. Kat,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat İrtifakı,15 TL,Hayır,Polatlı,Cumhuriyet,110.000 TL
20665-1113,157 Gün Önce,Satılık,Daire,2 + 1,90 m2,,35 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Altındağ,Aydınlıkevler,255.000 TL
63728-2501,75 Gün Önce,Satılık,Daire,1 + 1,90 m2,3. Kat,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,Sıfır,Boş,,,,Çankaya,Büyükesat,440.000 TL
118256-67,108 Gün Önce,Satılık,Daire,4 + 1,180 m2,Ara Kat,Sıfır Bina,Kombi,8 Katlı,Uygun,Eşyalı,2,Betonarme,Sıfır,Hayır,,,Doğalgaz,Polatlı,Mehmet Akif,490.000 TL
0-36842133,36 Gün Önce,Satılık,Daire,2 + 1,85 m2,Bahçe Katı,10 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,,Evet,Keçiören,Uyanış,120.000 TL
20665-976,249 Gün Önce,Satılık,Daire,2 + 1,90 m2,3. Kat,30 Yaşında,Merkezi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,160 TL,,Altındağ,Aydınlıkevler,280.000 TL
0-36729216,59 Gün Önce,Satılık,Köy Evi,1 + 1,200 m2,,60 Yaşında,Soba,1 Katlı,Bilinmiyor,Eşyalı Değil,1,,,,,,,Haymana,Çeltikli,25.000 TL
121794-48,85 Gün Önce,Satılık,Daire,2 + 1,90 m2,3. Kat,6 Yaşında,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,120 TL,Evet,Etimesgut,Şehit Osman Avcı,382.000 TL
121926-70,43 Gün Önce,Satılık,Daire,3 + 1,135 m2,Kot 1,9 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,Keçiören,Çiçekli,325.000 TL
1612-2648,236 Gün Önce,Satılık,Daire,3 + 1,125 m2,8. Kat,5 Yaşında,Merkezi (Pay Ölçer),14 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Etimesgut,Yapracık,245.000 TL
20665-616,255 Gün Önce,Satılık,Daire,3 + 1,100 m2,Yüksek Giriş,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,,Altındağ,Aydınlıkevler,225.000 TL
20665-986,246 Gün Önce,Satılık,Daire,4 + 1,200 m2,3. Kat,22 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,3,Betonarme,İkinci El,,,,,Altındağ,Aydınlıkevler,550.000 TL
114071-125,95 Gün Önce,Satılık,Daire,3 + 1,149 m2,3. Kat,6 Yaşında,Merkezi,10 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,395 TL,Hayır,Etimesgut,Ahi Mesut,735.000 TL
24092-2766,18 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,30 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Altındağ,Güneşevler,225.000 TL
35644-841,56 Gün Önce,Satılık,Daire,3 + 1,140 m2,7. Kat,5 Yaşında,Merkezi (Pay Ölçer),13 Katlı,Uygun,Eşyalı Değil,2,Hayır,,,,,,Çankaya,İlkbahar,900.000 TL
24092-2723,86 Gün Önce,Satılık,Daire,3 + 1,130 m2,1. Kat,3 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Yeşiltepe,375.000 TL
0-35081713,310 Gün Önce,Satılık,Daire,3 + 1,130 m2,9. Kat,Sıfır Bina,Kombi,11 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,100 TL,,Sincan,Alcı,222.000 TL
0-36991868,6 Gün Önce,Satılık,Daire,2 + 1,85 m2,Yüksek Giriş,8 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Evet,Etimesgut,Süvari,190.000 TL
39032-1649,61 Gün Önce,Satılık,Daire,4 + 1,195 m2,1. Kat,12 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,130 TL,Hayır,Çankaya,Hilal,870.000 TL
0-36832041,38 Gün Önce,Satılık,Daire,2 + 1,100 m2,Yüksek Giriş,35 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Çankaya,İşçi Blokları,370.000 TL
0-36861006,33 Gün Önce,Satılık,Daire,3 + 1,100 m2,Ara Kat,12 Yaşında,Kombi,7 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,35 TL,Evet,Keçiören,Osmangazi,157.000 TL
0-36365298,145 Gün Önce,Satılık,Daire,4 + 1,165 m2,1. Kat,5 Yaşında,Merkezi,,Uygun,Eşyalı Değil,2,,,,,,,Mamak,Ege,550.000 TL
24092-2664,230 Gün Önce,Satılık,Daire,2 + 1,100 m2,,17 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Keçiören,Çaldıran,135.000 TL
35644-831,234 Gün Önce,Satılık,Daire,2 + 1,125 m2,3. Kat,7 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Hayır,Çankaya,Oran,1.490.000 TL
0-36756906,53 Gün Önce,Satılık,Daire,4 + 1,150 m2,Kot 2,8 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,150 TL,Evet,Altındağ,Baraj,130.000 TL
1468-9679,91 Gün Önce,Satılık,Daire,2 + 1,80 m2,4. Kat,35 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,,,Boş,,70 TL,,Çankaya,Sağlık,268.000 TL
20665-1079,246 Gün Önce,Satılık,Daire,2 + 1,70 m2,Kot 1,5 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,,Altındağ,Aydınlıkevler,190.000 TL
43936-12359,216 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,8 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Yenimahalle,Yeniçağ,480.000 TL
119997-42,179 Gün Önce,Satılık,Daire,2 + 1,95 m2,Kot 2,30 Yaşında,Kat Kaloriferi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,20 ,Hayır,Mamak,Abidinpaşa,120.000 TL
6907-764,101 Gün Önce,Satılık,Daire,2 + 1,100 m2,Kot 2,26 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,20 TL,,Sincan,Mareşal Çakmak,105.000 TL
3646-954,41 Gün Önce,Satılık,Daire,2 + 1,70 m2,Yüksek Giriş,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,30 TL,Hayır,Yenimahalle,Emniyet,290.000 TL
3653-4032,22 Gün Önce,Satılık,Daire,2 + 1,120 m2,13. Kat,Sıfır Bina,Merkezi (Pay Ölçer),30 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,850 TL,,Çankaya,Gaziosmanpaşa,1.275.000 TL
119286-240,63 Gün Önce,Satılık,Daire,3 + 1,130 m2,4. Kat,20 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,75 TL,Hayır,Polatlı,Fatih,185.000 TL
19104-1384,232 Gün Önce,Satılık,Bina,3 + 1,120 m2,2. Kat,35 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Yenimahalle,Demetevler,350.000 TL
0-36935135,17 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,,Kat Mülkiyeti,50 TL,Hayır,Çankaya,İlker,360.000 TL
0-34952930,311 Gün Önce,Satılık,Bina,3 + 1,140 m2,,9 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Yükseltepe,320.000 TL
111966-951,124 Gün Önce,Satılık,Daire,3 + 1,105 m2,Bodrum,20 Yaşında,Soba,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat İrtifakı,,Evet,Polatlı,Kurtuluş,64.000 TL
64580-917,47 Gün Önce,Satılık,Daire,3 + 1,78 m2,Giriş Katı,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Mamak,Abidinpaşa,140.000 TL
13848-3703,50 Gün Önce,Satılık,Daire,3 + 1,143 m2,2. Kat,Sıfır Bina,Merkezi (Pay Ölçer),6 Katlı,Uygun,Eşyalı Değil,2,Betonarme,Sıfır,Boş,Kat Mülkiyeti,,Hayır,Sincan,Saraycık,379.000 TL
7551-2329,234 Gün Önce,Satılık,Daire,3 + 1,110 m2,1. Kat,35 Yaşında,Merkezi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Çankaya,Çamlıtepe,380.000 TL
0-36756993,53 Gün Önce,Satılık,Bina,3 + 1,100 m2,,40 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,75 TL,Hayır,Çankaya,Kızılay,315.000 TL
24092-2743,34 Gün Önce,Satılık,Daire,5 + 1,250 m2,3. Kat,12 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Keçiören,Çaldıran,565.000 TL
79717-861,116 Gün Önce,Satılık,Daire,3 + 1,125 m2,2. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Keçiören,Şenlik,328.000 TL
90365-195,64 Gün Önce,Satılık,Daire,2 + 1,93 m2,Yüksek Giriş,35 Yaşında,Kombi,8 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,30 TL,Hayır,Mamak,Balkiraz,175.000 TL
118657-20,231 Gün Önce,Satılık,Daire,2 + 1,100 m2,Ara Kat,7 Yaşında,Merkezi,8 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Kahramankazan,Atatürk,137.000 TL
0-36868235,30 Gün Önce,Satılık,Daire,2 + 1,100 m2,Kot 1,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Harbiye,235.000 TL
67934-3464,55 Gün Önce,Satılık,Daire,4 + 1,216 m2,7. Kat,11 Yaşında,Merkezi (Pay Ölçer),31 Katlı,Uygun,Eşyalı Değil,2,,,,,,,Çankaya,Oran,2.375.000 TL
119286-285,36 Gün Önce,Satılık,Daire,3 + 1,130 m2,Zemin,Sıfır Bina,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,1 TL,Evet,Polatlı,Şehitlik,350.000 TL
20665-930,246 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Altındağ,Aydınlıkevler,350.000 TL
20665-1125,49 Gün Önce,Satılık,Daire,2 + 1,100 m2,1. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Altındağ,Aydınlıkevler,230.000 TL
9937-2589,139 Gün Önce,Satılık,Daire,3 + 1,120 m2,2. Kat,15 Yaşında,Kombi,2 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,,50 TL,Hayır,Çankaya,Aşıkpaşa,375.000 TL
0-36897554,25 Gün Önce,Satılık,Daire,1 + 1,65 m2,2. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,200 TL,Hayır,Etimesgut,Şeker,290.000 TL
119286-227,75 Gün Önce,Satılık,Daire,3 + 1,120 m2,Yüksek Giriş,13 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Belirtilmemiş,Kat Mülkiyeti,50 TL,Evet,Polatlı,Şehitlik,185.000 TL
20636-2737,163 Gün Önce,Satılık,Daire,4 + 1,165 m2,2. Kat,11 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,40 TL,Hayır,Çankaya,Keklik Pınarı,550.000 TL
0-36966732,11 Gün Önce,Satılık,Daire,3 + 1,100 m2,1. Kat,35 Yaşında,Soba,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Altındağ,Gültepe,88.000 TL
111334-1212,34 Gün Önce,Satılık,Daire,2 + 1,75 m2,1. Kat,Sıfır Bina,Kombi,4 Katlı,Uygun,Eşyalı,1,Betonarme,Sıfır,Boş,Kat Mülkiyeti,50 TL,Evet,Sincan,Mustafa Kemal,220.000 TL
79717-730,239 Gün Önce,Satılık,Daire,3 + 1,125 m2,1. Kat,35 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,Kat Mülkiyeti,,Hayır,Keçiören,Şenlik,254.000 TL
9937-2569,187 Gün Önce,Satılık,Daire,5 + 1,180 m2,3. Kat,15 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Boş,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Aşıkpaşa,850.000 TL
24092-2767,18 Gün Önce,Satılık,Daire,3 + 1,110 m2,Yüksek Giriş,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Keçiören,Güçlükaya,225.000 TL
24092-2713,123 Gün Önce,Satılık,Daire,3 + 1,125 m2,Zemin,1 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Bağlarbaşı,330.000 TL
0-36910030,22 Gün Önce,Satılık,Daire,2 + 1,85 m2,Giriş Katı,10 Yaşında,Merkezi,9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,115 TL,Hayır,Mamak,Zirvekent,95.500 TL
0-36873326,30 Gün Önce,Satılık,Müstakil Ev,1 + 1,63 m2,,1 Yaşında,Soba,1 Katlı,Uygun,Eşyalı,1,Çelik,Sıfır,Boş,Arsa,50 TL,Evet,Gölbaşı,Günalan,160.000 TL
119286-64,229 Gün Önce,Satılık,Daire,3 + 1,140 m2,3. Kat,6 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,20 TL,,Polatlı,Şehitlik,315.000 TL
0-36909411,22 Gün Önce,Satılık,Daire,3 + 1,120 m2,3. Kat,10 Yaşında,Kombi,4 Katlı,Uygun değil,Eşyalı Değil,1,,,Ev Sahibi Oturuyor,,30 TL,Hayır,Mamak,Karaağaç,220.000 TL
0-36768537,50 Gün Önce,Satılık,Daire,4 + 1,150 m2,Bahçe Katı,10 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Polatlı,Zafer,145.000 TL
121794-16,40 Gün Önce,Satılık,Daire,1 + 1,75 m2,1. Kat,4 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat İrtifakı,180 TL,Hayır,Etimesgut,Şehit Osman Avcı,258.000 TL
2505-691,169 Gün Önce,Satılık,Daire,2 + 1,95 m2,3. Kat,12 Yaşında,Merkezi (Pay Ölçer),15 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Kiracı Oturuyor,Kat Mülkiyeti,,,Etimesgut,Turkuaz,170.000 TL
27203-3079,238 Gün Önce,Satılık,Daire,3 + 1,225 m2,,45 Yaşında,Merkezi,,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,Kat Mülkiyeti,,Hayır,Çankaya,Çankaya,2.300.000 TL
0-31414307,240 Gün Önce,Satılık,Daire,2 + 1,110 m2,4. Kat,6 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Hayır,Pursaklar,Merkez,162.000 TL
3653-4009,63 Gün Önce,Satılık,Daire,3 + 1,158 m2,8. Kat,20 Yaşında,Merkezi,12 Katlı,Uygun,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,850 TL,,Çankaya,Yıldızevler,1.200.000 TL
0-36728062,59 Gün Önce,Satılık,Daire,2 + 1,120 m2,Teras Katı,25 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,,İkinci El,Boş,,,,Çankaya,Muhsin Ertuğrul,310.000 TL
0-36348556,149 Gün Önce,Satılık,Daire,3 + 1,110 m2,1. Kat,25 Yaşında,Kombi,,Uygun,Eşyalı Değil,1,,,,,,,Keçiören,Basınevleri,290.000 TL
21719-2944,244 Gün Önce,Satılık,Daire,3 + 1,105 m2,En Üst Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,50 TL,Hayır,Çankaya,Ertuğrulgazi,240.000 TL
22875-2788,260 Gün Önce,Satılık,Daire,3 + 1,110 m2,Kot 1,20 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,30 TL,Hayır,Mamak,Balkiraz,210.000 TL
20665-1068,255 Gün Önce,Satılık,Daire,3 + 1,100 m2,1. Kat,30 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,,,,,Altındağ,Aydınlıkevler,220.000 TL
111749-813,7 Gün Önce,Satılık,Daire,1 + 1,60 m2,4. Kat,5 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,300 TL,Hayır,Etimesgut,Şehit Osman Avcı,275.000 TL
3548-759,231 Gün Önce,Satılık,Daire,3 + 1,135 m2,3. Kat,18 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,20 TL,Evet,Çankaya,Osman Temiz,375.000 TL
0-36936555,17 Gün Önce,Satılık,Daire,3 + 1,115 m2,Kot 1,20 Yaşında,Merkezi,6 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,Kat Mülkiyeti,250 TL,Hayır,Keçiören,Kavacık Subayevleri,315.000 TL
20665-842,246 Gün Önce,Satılık,Daire,2 + 1,80 m2,2. Kat,40 Yaşında,Kombi,3 Katlı,Uygun,Eşyalı Değil,1,Kagir,İkinci El,,,,,Altındağ,Aydınlıkevler,225.000 TL
0-36661412,75 Gün Önce,Satılık,Daire,3 + 1,125 m2,Yüksek Giriş,15 Yaşında,Kombi,5 Katlı,Uygun,Eşyalı Değil,1,Betonarme,İkinci El,Ev Sahibi Oturuyor,,,Hayır,Sincan,Malazgirt,185.000 TL
119648-94,184 Gün Önce,Satılık,Daire,3 + 1,120 m2,12. Kat,3 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Uygun,Eşyalı Değil,2,,,Kiracı Oturuyor,Kat Mülkiyeti,,Hayır,Etimesgut,Bağlıca,550.000 TL
0-24825265,264 Gün Önce,Satılık,Daire,4 + 1,180 m2,4. Kat,5 Yaşında,Kombi,4 Katlı,Uygun,Eşyalı Değil,1,Betonarme,,Ev Sahibi Oturuyor,,30 TL,Hayır,Etimesgut,30 Ağustos,315.000 TL
